Gene stable ID,Gene name
tL(CAA)N,
YIL005W,EPS1
YKR079C,TRZ1
YGL188C,
YDR410C,STE14
YNL103W-A,
YPR197C,
YNR039C,ZRG17
YDL114W-A,
YKR018C,
YEL026W,SNU13
YOR044W,IRC23
YMR300C,ADE4
YPL073C,
YPL058C,PDR12
YLL015W,BPT1
YDL022C-A,
YML082W,
YKR089C,TGL4
YKL116C,PRR1
YGL018C,JAC1
YOR346W,REV1
YBR010W,HHT1
YFL045C,SEC53
tW(CCA)J,
YEL021W,URA3
YBR067C,TIP1
tA(AGC)F,
YLR406C-A,
YDR432W,NPL3
YOR014W,RTS1
YLR007W,NSE1
YBR238C,
YDL152W,
YER076C,
tE(CUC)D,
YBR047W,FMP23
YNL162W-A,
YJL060W,BNA3
YOL069W,NUF2
YLR323C,CWC24
YOR298C-A,MBF1
YNL007C,SIS1
YBR142W,MAK5
tN(GUU)G,
YDL240C-A,
YDL232W,OST4
YHR026W,VMA16
tS(AGA)E,
YDL159W-A,YDL159W-A
YNL035C,
YDR115W,MRX14
YCL048W,SPS22
YMR064W,AEP1
YDR169C,STB3
YBL091C,MAP2
YCR045W-A,
YPR200C,ARR2
YLL030C,RRT7
YFR009W,GCN20
YNL317W,PFS2
YBL093C,ROX3
YLR266C,PDR8
YKL155C,RSM22
YAR007C,RFA1
YHL048C-A,
YIL106W,MOB1
YGL068W,MNP1
YPR172W,
tF(GAA)P2,
YML011C,RAD33
YNL001W,DOM34
YLL055W,YCT1
YKL214C,YRA2
YOR194C,TOA1
YER115C,SPR6
tL(UAA)B2,
YHR059W,FYV4
YKL039W,PTM1
YOR002W,ALG6
YDR478W,SNM1
YJL146W,IDS2
YDR206W,EBS1
YOL134C,
YPR108W,RPN7
YLR278C,
YMR111C,
YKR101W,SIR1
YMR097C,MTG1
YDR014W,RAD61
YER068C-A,
YOR394W,PAU21
YDR457W,TOM1
YOR017W,PET127
tE(UUC)E2,
YNL094W,APP1
YDR083W,RRP8
YBL007C,SLA1
YKR013W,PRY2
YDL171C,GLT1
tR(ACG)J,
YBL064C,PRX1
YEL007W,MIT1
YBL088C,TEL1
YPL127C,HHO1
YLR033W,RSC58
YJL136C,RPS21B
YDR024W,FYV1
YDL004W,ATP16
snR81,SNR81
YPR002W,PDH1
YBR023C,CHS3
YOR268C,
YLR271W,CMG1
YGR177C,ATF2
YHL039W,EFM1
YGR296W,YRF1-3
Q0075,AI5_BETA
YGR068C,ART5
YOR142W,LSC1
YLR096W,KIN2
YHL043W,ECM34
YKR042W,UTH1
YHR024C,MAS2
YDR065W,RRG1
YKL191W,DPH2
YMR110C,HFD1
YGR217W,CCH1
YGR035W-A,
YLR234W,TOP3
YBR002C,RER2
YMR157C,AIM36
YPL266W,DIM1
YLR296W,
YBR246W,RRT2
YOR379C,
YGL167C,PMR1
YJR161C,COS5
YGR050C,
YPL081W,RPS9A
YPL225W,
YJR140C,HIR3
YER070W,RNR1
YDL034W,
YLR262C,YPT6
YGR187C,HGH1
YBR147W,RTC2
YOR330C,MIP1
YPL155C,KIP2
YGL169W,SUA5
YIL149C,MLP2
YIL147C,SLN1
YJL221C,IMA4
YCL069W,VBA3
YML074C,FPR3
YJR030C,RBH2
YDR111C,ALT2
YDR128W,MTC5
YJL119C,
YER080W,AIM9
YER052C,HOM3
YHR033W,
tP(UGG)F,SUF9
YDR159W,SAC3
tQ(UUG)L,
YBL029C-A,
YOL151W,GRE2
YDR118W-A,
YBL063W,KIP1
YKL104C,GFA1
tC(GCA)P1,
YEL068C,
YLL005C,SPO75
YDR118W,APC4
YCL057W,PRD1
YER132C,PMD1
Q0140,VAR1
YOL138C,RTC1
YML021C,UNG1
YPL210C,SRP72
YFR034W-A,
YNL122C,
YDL234C,GYP7
YLR014C,PPR1
YLR404W,
YHR119W,SET1
YOL019W,YOL019W
YMR183C,SSO2
YDL098C,SNU23
YKL118W,
YLR153C,ACS2
YBR013C,
YFR032C-B,
YLR078C,BOS1
YMR161W,HLJ1
YNL058C,
YER047C,SAP1
tT(UGU)G2,
YDL010W,GRX6
YNL313C,EMW1
YDL065C,PEX19
YDR349C,YPS7
YKL034W,TUL1
YDR050C,TPI1
YDR284C,DPP1
YOR311C,DGK1
YMR030W-A,
YNL025C,SSN8
YHR146W,CRP1
YHR195W,NVJ1
YCL065W,
YKR006C,MRPL13
YGR075C,PRP38
YDR528W,HLR1
YCR020C,PET18
YKL073W,LHS1
YCL054W-A,RDT1
YJL084C,ALY2
YER170W,ADK2
YBR149W,ARA1
YFR044C,DUG1
tE(UUC)Q,
YDL138W,RGT2
YJL010C,NOP9
YGL153W,PEX14
YAL045C,
YDL187C,
YGL146C,RRT6
YCR011C,ADP1
YCL076W,
YLL021W,SPA2
YBR193C,MED8
YPR180W,AOS1
YHR086W,NAM8
YDR545W,YRF1-1
YLR150W,STM1
YNR075W,COS10
YDR253C,MET32
YDL112W,TRM3
YGR237C,
YNL309W,STB1
YNR015W,SMM1
YKL086W,SRX1
YPR151C,SUE1
YLR200W,YKE2
YJR115W,
YGR085C,RPL11B
YNL008C,ASI3
YPR174C,
YLR252W,
YLR427W,MAG2
YGL240W,DOC1
YKL024C,URA6
YNL116W,DMA2
YDL142C,CRD1
YPR033C,HTS1
YNL165W,
YGR157W,CHO2
YJR071W,
YDR316W,OMS1
YDR157W,
YCL004W,PGS1
YLR301W,HRI1
YOR032C,HMS1
YGR265W,
YHR180W,
YJL051W,IRC8
YIL071C,PCI8
YJR092W,BUD4
YDR428C,BNA7
YPR100W,MRPL51
YMR100W,MUB1
YDR246W,TRS23
YOR308C,SNU66
YNL234W,
YDR354W,TRP4
YMR275C,BUL1
YIL064W,EFM4
YBR237W,PRP5
YPR057W,BRR1
tK(UUU)K,
YPL200W,CSM4
YBL106C,SRO77
YPL162C,
YOR004W,UTP23
YPR080W,TEF1
YPR004C,AIM45
YDR373W,FRQ1
YJR119C,JHD2
YGL210W,YPT32
YAR003W,SWD1
YJR060W,CBF1
YPR157W,TDA6
YNL041C,COG6
YDR343C,HXT6
YOR140W,SFL1
YIL128W,MET18
YDR264C,AKR1
YPR124W,CTR1
YOR266W,PNT1
YNR020C,ATP23
YKL063C,
YOR202W,HIS3
YPR177C,
tE(UUC)C,
YOR248W,YOR248W
YHR135C,YCK1
YKL138C,MRPL31
YJL011C,RPC17
YAL038W,CDC19
YGR152C,RSR1
YER141W,COX15
YEL004W,YEA4
YGR122C-A,
YDL214C,PRR2
YFL050C,ALR2
YKR074W,AIM29
YDR501W,PLM2
YGR166W,TRS65
YBR155W,CNS1
YKL031W,
YBR207W,FTH1
YKL221W,MCH2
YNL269W,BSC4
YOL011W,PLB3
YMR079W,SEC14
YFR049W,YMR31
YAL042W,ERV46
YHR056C,RSC30
YDL119C,HEM25
YLR030W,
YOR008C,SLG1
YMR242W-A,
YHR105W,YPT35
YJL216C,IMA5
YOL166C,
YLR414C,PUN1
YNR013C,PHO91
YHR100C,GEP4
YIL131C,FKH1
YLR144C,ACF2
YDL163W,
YKL041W,VPS24
YHL036W,MUP3
YJL199C,MBB1
YGL222C,EDC1
YAL010C,MDM10
YOR119C,RIO1
YIL110W,HPM1
YKL100C,YPF1
YGR084C,MRP13
YNL170W,
YGR230W,BNS1
YER043C,SAH1
YKL129C,MYO3
YDR198C,RKM2
YNL055C,POR1
YBR169C,SSE2
YNL213C,RRG9
YMR167W,MLH1
RME3,RME3
tI(AAU)N1,
YCL037C,SRO9
YDR294C,DPL1
YGL196W,DSD1
tT(AGU)D,
tF(GAA)D,
YOR130C,ORT1
YPR130C,
YPL097W,MSY1
YER116C,SLX8
YDR180W,SCC2
YPL263C,KEL3
YDR448W,ADA2
YOR041C,YOR041C
YBR214W,SDS24
YOR251C,TUM1
YKR095W,MLP1
YEL018W,EAF5
YLR077W,FMP25
YOL035C,
YHR093W,AHT1
YBR117C,TKL2
snR10,SNR10
YER123W,YCK3
YOR342C,
YFR013W,IOC3
YFR055W,IRC7
YOL050C,
YLL066C,
YDR287W,INM2
YFL041W-A,
YCL039W,GID7
YGL084C,GUP1
YIL011W,TIR3
YOR376W-A,
YCR083W,TRX3
YMR294W,JNM1
YNL273W,TOF1
YOR068C,VAM10
YCR006C,
tA(AGC)P,
YLR261C,VPS63
YKL124W,SSH4
YNL203C,
YPL133C,RDS2
YGL162W,SUT1
YIL159W,BNR1
YNR062C,
YLR135W,SLX4
YGR188C,BUB1
YPL267W,ACM1
YDL233W,MFG1
YMR156C,TPP1
YBL098W,BNA4
YMR080C,NAM7
YPL045W,VPS16
YGL113W,SLD3
YNL206C,RTT106
YGR025W,
YLR156W,
YML060W,OGG1
YDR365C,ESF1
YOR229W,WTM2
YGR182C,
YBL002W,HTB2
YGL102C,
YBL082C,ALG3
YLR346C,CIS1
YKR025W,RPC37
YER177W,BMH1
YOR387C,
YMR075C-A,
YBR252W,DUT1
YDR416W,SYF1
YLR276C,DBP9
YBR041W,FAT1
YER150W,SPI1
YFL056C,AAD6
YGR031W,IMO32
YFR014C,CMK1
YDR219C,MFB1
YGL176C,
YLR322W,VPS65
tH(GUG)H,
YHR088W,RPF1
YMR302C,YME2
YCR086W,CSM1
YMR098C,ATP25
YOR112W,CEX1
YBR285W,
YMR065W,KAR5
YBR068C,BAP2
YHR065C,RRP3
YAR035W,YAT1
YAL034C-B,YAL034C-B
tQ(UUG)C,
YKR001C,VPS1
YJR108W,ABM1
YDR377W,ATP17
YLR285W,NNT1
YLR045C,STU2
YDR305C,HNT2
Q0020,15S_RRNA
YIL134W,FLX1
YLR190W,MMR1
YIL028W,
YGL025C,PGD1
YNR032W,PPG1
YGR271W,SLH1
YLR020C,YEH2
YML100W-A,
YCL074W,
tD(GUC)G2,
YBR059C,AKL1
YML049C,RSE1
YKR078W,
YDR193W,
YOR146W,
YOR372C,NDD1
YJL195C,
tI(AAU)P2,
YOR159C,SME1
YMR052W,FAR3
YPL114W,
YMR120C,ADE17
YCL029C,BIK1
YGL022W,STT3
YPL202C,AFT2
YER071C,TDA2
YGR279C,SCW4
snR70,SNR70
YOR227W,HER1
YPL140C,MKK2
YJL194W,CDC6
RDN18-1,RDN18-1
YER176W,ECM32
YBR085W,AAC3
YDL079C,MRK1
YOR085W,OST3
YOL101C,IZH4
YNL067W-A,YNL067W-A
YLR089C,ALT1
YJL047C,RTT101
YOL152W,FRE7
YDR427W,RPN9
YMR052C-A,
YER145C,FTR1
YDL044C,MTF2
YJL030W,MAD2
YPR036W-A,SPO24
YMR246W,FAA4
YLL046C,RNP1
YOL073C,DSC2
YML133C,
YKR007W,MEH1
YBR245C,ISW1
YPL144W,POC4
YOR048C,RAT1
YGR125W,
YNL224C,SQS1
YBR065C,ECM2
YLR449W,FPR4
YLL063C,AYT1
YIR019C,
YOR154W,SLP1
YFL046W,FMP32
YDR466W,PKH3
YLL008W,DRS1
YMR096W,SNZ1
YJL159W,HSP150
YDR109C,
tA(AGC)D,
YPL123C,RNY1
YNL072W,RNH201
YAL026C,DRS2
YAL014C,SYN8
YGR163W,GTR2
YHR054C,
YIL067C,
YDL024C,DIA3
YGL094C,PAN2
YGR131W,FHN1
YKL198C,PTK1
RUF5-2,RUF5-2
YCL028W,RNQ1
YOR036W,PEP12
YLR073C,RFU1
YHR169W,DBP8
YHR079C,IRE1
YBR084W,MIS1
YER035W,EDC2
YDL247W-A,
YPL054W,LEE1
YGR248W,SOL4
RUF23,RUF23
YER142C,MAG1
YPR121W,THI22
YJR128W,
YFL013C,IES1
YAR061W,
YHR016C,YSC84
YOR284W,HUA2
YJL193W,
YJL176C,SWI3
YHR002W,LEU5
YDR204W,COQ4
YNL048W,ALG11
YEL074W,
YHR172W,SPC97
YNL199C,GCR2
YDR079C-A,TFB5
YBR271W,EFM2
YPL213W,LEA1
YJR045C,SSC1
YNL003C,PET8
YCR094W,CDC50
YNL323W,LEM3
YEL062W,NPR2
YPR019W,MCM4
YHL006C,SHU1
YGR029W,ERV1
YHL025W,SNF6
YGL125W,MET13
YJR135W-A,TIM8
YIR023C-A,
YGR038W,ORM1
YGR008C,STF2
YKL083W,
YNR068C,
YMR046W-A,
YNL145W,MFA2
YHR165C,PRP8
YIL108W,
YOR209C,NPT1
YDR278C,
YFL024C,EPL1
YOR204W,DED1
YJR014W,TMA22
YDR352W,YPQ2
YMR160W,
YLR425W,TUS1
YKR022C,NTR2
YBR216C,YBP1
YLR023C,IZH3
YNR064C,
YPR118W,MRI1
YFL012W-A,YFL012W-A
YKL081W,TEF4
YJL173C,RFA3
YCR020W-B,HTL1
tN(GUU)Q,
YOR009W,TIR4
YGL216W,KIP3
YGL155W,CDC43
YJL222W-A,
YJR009C,TDH2
YLR378C,SEC61
YGR250C,RIE1
YML005W,TRM12
YBL068W,PRS4
YLL062C,MHT1
YNR005C,
YKR027W,BCH2
YIR002C,MPH1
YPR134W,MSS18
YDR066C,RTR2
YCL026C-B,HBN1
YNL080C,EOS1
YML127W,RSC9
YDR487C,RIB3
YAL062W,GDH3
YKR068C,BET3
YCL034W,LSB5
YPR051W,MAK3
YIL153W,RRD1
tG(GCC)G2,
ITS2-2,ITS2-2
YDR513W,GRX2
YPL039W,
YAL023C,PMT2
YER002W,NOP16
YGR195W,SKI6
YMR112C,MED11
YCR038W-A,
YMR025W,CSI1
YLR214W,FRE1
tA(UGC)A,TGA1
YBR044C,TCM62
YCR005C,CIT2
YDR057W,YOS9
YLR027C,AAT2
YKL156C-A,
YOR001W,RRP6
YDR036C,EHD3
YPR009W,SUT2
YPL172C,COX10
YOR099W,KTR1
YHR035W,NEL1
YDL083C,RPS16B
YJR048W,CYC1
YDL023C,YDL023C
YIR001C,SGN1
YBR064W,
YPR149W,NCE102
YKL065W-A,
YNL194C,
YPL042C,SSN3
YHR073W-A,
YBL071C-B,
YOR216C,RUD3
YOR132W,VPS17
YNL190W,
YKR080W,MTD1
YHR039C-A,VMA10
YIL123W,SIM1
YBR090C,
YJR145C,RPS4A
YGR149W,GPC1
YJR002W,MPP10
YHR048W,YHK8
YDR381C-A,
YDR077W,SED1
YHL029C,OCA5
YGL104C,VPS73
YKR044W,UIP5
YGL166W,CUP2
YFL034W,MIL1
YMR286W,MRPL33
YDR238C,SEC26
YHR186C,KOG1
YOR203W,
YCR092C,MSH3
YHR106W,TRR2
YGL170C,SPO74
YGR097W,ASK10
YLL052C,AQY2
YMR199W,CLN1
YOR295W,UAF30
tP(UGG)A,TRN1
YIL133C,RPL16A
YDL086W,
YER088C-A,
YNR051C,BRE5
YBR230W-A,
YAL063C-A,
YML091C,RPM2
YIL066W-A,
snR9,SNR9
YMR136W,GAT2
YJR023C,
YNR045W,PET494
YOL106W,
YPR110C,RPC40
YKL217W,JEN1
YOR121C,
YKR102W,FLO10
YKR085C,MRPL20
YJR008W,MHO1
YLR304C,ACO1
YGR021W,
tK(CUU)F,
YNL248C,RPA49
YPL004C,LSP1
YBR176W,ECM31
YDL006W,PTC1
YDL076C,RXT3
tH(GUG)E2,
YPR058W,YMC1
YIL002W-A,
tL(UAG)L2,
Q0255,Q0255
YOL149W,DCP1
YHR180C-B,
YIR022W,SEC11
YDR265W,PEX10
YNL042W-B,
YOR059C,
YIL136W,OM45
YER027C,GAL83
YBR177C,EHT1
YCL075W,
YAR075W,
YHR022C-A,
YML058W-A,HUG1
YHL042W,
YBR027C,
YKL112W,ABF1
YGR130C,
YER131W,RPS26B
YAL031C,GIP4
YJR049C,UTR1
YKL135C,APL2
tD(GUC)I2,
YML113W,DAT1
YGL040C,HEM2
YBR197C,
YJR079W,
YLR017W,MEU1
YGL121C,GPG1
YER161C,SPT2
YDR307W,PMT7
YKL018W,SWD2
YOR108W,LEU9
YBR026C,ETR1
YPL248C,GAL4
YML132W,COS3
YDR520C,URC2
YAR064W,
YOR106W,VAM3
YGR006W,PRP18
YIL092W,
YAL025C,MAK16
YDR168W,CDC37
YBR121C,GRS1
YDR113C,PDS1
YGR159C,NSR1
YJR037W,
YIR004W,DJP1
YLR342W,FKS1
YPL270W,MDL2
YGR260W,TNA1
YML064C,TEM1
YIR020W-A,YIR020W-A
YPR202W,
YPR160W-A,
YGL250W,RMR1
YFR021W,ATG18
YOR173W,DCS2
YOL090W,MSH2
YDL071C,YDL071C
YOR271C,FSF1
YKL087C,CYT2
YBR087W,RFC5
YML056C,IMD4
YGL252C,RTG2
YBR270C,BIT2
YOR349W,CIN1
YNL229C,URE2
YPR068C,HOS1
YLR310C,CDC25
YKL074C,MUD2
YBL067C,UBP13
YNL257C,SIP3
YPL121C,MEI5
YDR081C,PDC2
YOL039W,RPP2A
YEL066W,HPA3
YPR013C,CMR3
YKR075W-A,
YJL108C,PRM10
YJR138W,IML1
YDR458C,HEH2
YAL048C,GEM1
YER069W,"ARG5,6"
YPL051W,ARL3
YDL131W,LYS21
YCR020C-A,MAK31
YBL089W,AVT5
YPL250C,ATG41
YKR072C,SIS2
YIL044C,AGE2
YDR476C,
YER144C,UBP5
YGL037C,PNC1
YBR039W,ATP3
YNL162W,RPL42A
YDR212W,TCP1
YLL060C,GTT2
YKL126W,YPK1
YHR031C,RRM3
YEL034W,HYP2
YDR182W-A,
YKL018C-A,
YDR101C,ARX1
YPR106W,ISR1
YJL135W,
Q0010,Q0010
YKR045C,
YPR053C,
YNL268W,LYP1
tM(CAU)M,EMT4
YBR136W,MEC1
YNL169C,PSD1
YMR135W-A,
YLR429W,CRN1
YGR031C-A,NAG1
YIR020C-B,
YOR190W,SPR1
YJL185C,ATG36
tK(UUU)Q,
YLR056W,ERG3
YPR198W,SGE1
YDR493W,MZM1
YBR097W,VPS15
tR(ACG)Q2,
YBL107C,MIX23
YBL074C,AAR2
YMR260C,TIF11
YLR411W,CTR3
YPR120C,CLB5
snR61,SNR61
YPL090C,RPS6A
YPL125W,KAP120
YDL125C,HNT1
tK(CUU)D1,
YBR071W,
tL(CAA)A,SUP56
YDR539W,FDC1
YDR239C,
YAL056C-A,YAL056C-A
YOR052C,
YOL034W,SMC5
YLR198C,
YCR102W-A,
YOR137C,SIA1
YIR021W-A,
YDR302W,GPI11
tW(CCA)G1,
YOR038C,HIR2
YGR274C,TAF1
YBR212W,NGR1
YOR303W,CPA1
YDL066W,IDP1
YNL104C,LEU4
YNL205C,
YKR082W,NUP133
YHR154W,RTT107
YHL032C,GUT1
YDR136C,VPS61
YBL034C,STU1
YBR180W,DTR1
YJL156C,SSY5
YIL009W,FAA3
YDR129C,SAC6
YLR467C-A,
YLR170C,APS1
YJL103C,GSM1
YJR098C,
YLL036C,PRP19
YFR006W,
YNL067W,RPL9B
YPL088W,
YLR228C,ECM22
YNL026W,SAM50
YDR043C,NRG1
YCR041W,
YLR103C,CDC45
YHR003C,TCD1
YOL117W,RRI2
YCR069W,CPR4
YLR079W,SIC1
YHR175W-A,
YIL141W,
tK(CUU)C,
YHL047C,ARN2
YLR164W,SHH4
YIL098C,FMC1
YPL175W,SPT14
YCR025C,
YPR067W,ISA2
YJR150C,DAN1
YDR275W,BSC2
YOL053W,AIM39
YFR036W,CDC26
YKL014C,URB1
YBR060C,ORC2
YIL065C,FIS1
YGR161C,RTS3
YCR097W-A,
tD(GUC)D,
YKL096W-A,CWP2
YPR072W,NOT5
YJL006C,CTK2
YIL171W,YIL171W
YML030W,RCF1
YBR259W,
YJR005W,APL1
YMR118C,SHH3
YOL005C,RPB11
YOL020W,TAT2
YER038C,KRE29
YKR038C,KAE1
YKR048C,NAP1
YLR264W,RPS28B
YIL068C,SEC6
YOR365C,
YLR231C,BNA5
YGL082W,
YMR048W,CSM3
tS(AGA)B,
YER094C,PUP3
YDR089W,VTC5
YBR014C,GRX7
YNL044W,YIP3
YLR008C,PAM18
YDR471W,RPL27B
YJL009W,
YDR319C,
YJL202C,
YPL038W-A,
YPR069C,SPE3
YKL070W,
YMR233W,TRI1
YDR228C,PCF11
YGL012W,ERG4
YPL164C,MLH3
YPL163C,SVS1
YLR069C,MEF1
YHR052W-A,
YLR403W,SFP1
YNL028W,
YOR207C,RET1
YOR092W,ECM3
snR13,SNR13
YNL263C,YIF1
YAL037C-A,
YIL139C,REV7
YLR072W,LAM6
YOL065C,INP54
YNL059C,ARP5
YMR149W,SWP1
YML073C,RPL6A
YBR143C,SUP45
YEL036C,ANP1
YBR298C,MAL31
YOR381W-A,
YDR425W,SNX41
YGL256W,ADH4
YHR143W,DSE2
YPL014W,CIP1
YGL075C,MPS2
YDL160C,DHH1
YNL301C,RPL18B
YNL193W,
YGL248W,PDE1
Q0275,COX3
YOR093C,CMR2
YLR110C,CCW12
YHL041W,
YGL213C,SKI8
YML129C,COX14
YNR041C,COQ2
YNL210W,MER1
tL(UAA)N,
YGL026C,TRP5
YDR042C,
YOR343C,
YER147C-A,
YBR150C,TBS1
YKR087C,OMA1
YMR075W,RCO1
YHR064C,SSZ1
YML075C,HMG1
YGR194C,XKS1
Q0142,Q0142
YJR039W,
YKR073C,
YOL013W-B,YOL013W-B
YKL091C,YKL091C
YNL126W,SPC98
YKR062W,TFA2
YKL068W-A,
YBR042C,CST26
YAL018C,LDS1
YDR097C,MSH6
YIL163C,
YAL064W-B,
YNL277W,MET2
YOR274W,MOD5
YJL189W,RPL39
YHL015W-A,
YLR117C,CLF1
tR(ACG)D,
YDR119W,VBA4
tD(GUC)I1,
YER013W,PRP22
YOL107W,
YDR422C,SIP1
YPL137C,GIP3
YKL157W,APE2
YPL091W,GLR1
YKR052C,MRS4
YDR363W,ESC2
YDR169C-A,
YBR229C,ROT2
YJR040W,GEF1
YGR172C,YIP1
YPR122W,AXL1
YHR073W,OSH3
YPR171W,BSP1
YLR347W-A,
YDR060W,MAK21
YHR055C,CUP1-2
YJR085C,
YER137C,
YDR061W,
YBR126W-B,
YCL042W,
YOR157C,PUP1
YNL310C,ZIM17
YGL096W,TOS8
YGR240C-A,
YOR252W,TMA16
YEL046C,GLY1
YAL034W-A,MTW1
YCR063W,BUD31
YEL053C,MAK10
YNL187W,SWT21
YDL028C,MPS1
YCR036W,RBK1
YNL034W,
YHR025W,THR1
YJL061W,NUP82
YMR319C,FET4
YOL122C,SMF1
YLR233C,EST1
YDR034W-B,
YNL119W,NCS2
YJL008C,CCT8
Q0070,AI5_ALPHA
snR7-S,SNR7-S
YJL186W,MNN5
YIL026C,IRR1
YJR120W,
snR84,SNR84
YBL071C,
YML114C,TAF8
YHR182C-A,
tV(AAC)J,
YER105C,NUP157
YJR069C,HAM1
YBR111W-A,SUS1
snR58,SNR58
YOL161C,PAU20
YOR072W,YOR072W
YBR158W,AMN1
YDR358W,GGA1
YDR544C,
YLR390W-A,CCW14
YGL098W,USE1
YDR460W,TFB3
YNL304W,YPT11
YGR074W,SMD1
YPR181C,SEC23
YOL155W-A,
YGR098C,ESP1
YIL144W,
YDL176W,
Q0160,SCEI
YOL029C,
YEL059W,HHY1
YNR036C,MRPS12
YDR130C,FIN1
YEL040W,UTR2
YBR284W,
YDR214W,AHA1
YGL145W,TIP20
YDR002W,YRB1
YDL242W,
YLR253W,MCP2
YKL183C-A,
YEL010W,
YKR058W,GLG1
YJR130C,STR2
YGR228W,
YGR086C,PIL1
YPL092W,SSU1
YDR266C,HEL2
YML001W,YPT7
YIL016W,SNL1
YGR273C,
YDR199W,
YBR091C,TIM12
YGL050W,TYW3
YIL119C,RPI1
YOL046C,
YGR183C,QCR9
YMR308C,PSE1
tS(UGA)I,SUP17
YNL039W,BDP1
YJR140W-A,
YPL145C,KES1
YMR240C,CUS1
YKR094C,RPL40B
YDR406W-A,YDR406W-A
YLR424W,SPP382
YGL228W,SHE10
YKL110C,KTI12
YPL198W,RPL7B
tI(AAU)B,
YNL043C,
YNR055C,HOL1
YJR146W,
YPL006W,NCR1
YHR132C,ECM14
YPR161C,SGV1
YKL094W,YJU3
YFL032W,
YKR099W,BAS1
YEL032W,MCM3
YJR067C,YAE1
YBR294W,SUL1
YBR083W,TEC1
YIL161W,
YBL080C,PET112
YEL008C-A,
YIL056W,VHR1
YDR361C,BCP1
YOR335C,ALA1
YIL082W,
YMR195W,ICY1
YML087C,AIM33
YMR304W,UBP15
YBR160W,CDC28
snR191,SNR191
YPL264C,
YDL045C,FAD1
YMR072W,ABF2
YGL168W,HUR1
YDL045W-A,MRP10
YDR505C,PSP1
YMR059W,SEN15
YGL107C,RMD9
Q0080,ATP8
YAL024C,LTE1
YOR333C,YOR333C
YLR222C-A,
YFL018C,LPD1
YBR244W,GPX2
YKL149C,DBR1
YCR081C-A,
tI(AAU)P1,
YLR250W,SSP120
YBR218C,PYC2
YNL121C,TOM70
YAL019W,FUN30
YLR180W,SAM1
YGL079W,KXD1
YKR014C,YPT52
YGR041W,BUD9
YMR224C,MRE11
YIR039C,YPS6
YDL199C,
YJR012C,
YBR227C,MCX1
YPL218W,SAR1
YPL059W,GRX5
YIR018W,YAP5
YBL065W,
YGR197C,SNG1
YDL123W,SNA4
YOR181W,LAS17
YGR291C,
YER092W,IES5
YOL120C,RPL18A
YML013W,UBX2
YKL172W,EBP2
YDR483W,KRE2
YGR156W,PTI1
YDR105C,TMS1
YBL086C,
YNL097W-A,
YPL192C,PRM3
YOL013W-A,YOL013W-A
YML085C,TUB1
YLR458W,
YBR124W,
YIL158W,AIM20
YDR470C,UGO1
YMR017W,SPO20
YDR469W,SDC1
tA(UGC)G,
YOR212W,STE4
YOL124C,TRM11
YJR100C,AIM25
YOR023C,AHC1
YOL038W,PRE6
YBR247C,ENP1
YBR179C,FZO1
YLR181C,VTA1
YGL017W,ATE1
YGR167W,CLC1
snR76,SNR76
YJR044C,VPS55
YGL110C,CUE3
YDR451C,YHP1
YDR191W,HST4
YJR053W,BFA1
YBR234C,ARC40
YDR200C,VPS64
YGL021W,ALK1
YBR243C,ALG7
YJL086C,
YCL012C,YCL012C
YLR338W,OPI9
YFR017C,IGD1
YNL246W,VPS75
YPR119W,CLB2
YOR120W,GCY1
YHR184W,SSP1
YPL111W,CAR1
YFL011W,HXT10
YKL062W,MSN4
YJL133W,MRS3
YDL139C,SCM3
YGL028C,SCW11
YHR212W-A,
YFL015C,
YPR188C,MLC2
YNR040W,
YPL240C,HSP82
YAL031W-A,
YMR083W,ADH3
YPR156C,TPO3
YOR139C,
YGR082W,TOM20
YOR021C,SFM1
YMR202W,ERG2
YGL081W,
YIL126W,STH1
YHR214C-D,
YHR007C,ERG11
YDL097C,RPN6
YJR131W,MNS1
YHR193C-A,
tY(GUA)M2,SUP8
YOR231W,MKK1
YCR007C,
YJL187C,SWE1
YMR012W,CLU1
YIL045W,PIG2
YDR085C,AFR1
YLR264C-A,
YNL284C,MRPL10
YKL143W,LTV1
YLR272C,YCS4
YGR181W,TIM13
Q0065,AI4
YOR389W,
YCR071C,IMG2
YHR005C-A,TIM10
YER172C,BRR2
YDR367W,KEI1
YOL079W,
YPL275W,FDH2
YNL061W,NOP2
YGR186W,TFG1
YCR060W,TAH1
YNR052C,POP2
YOL063C,CRT10
YFL064C,
YML101C,CUE4
YGR142W,BTN2
YPR141C,KAR3
YLR094C,GIS3
YHR097C,
YGR224W,AZR1
YDL181W,INH1
YAL053W,FLC2
YPL244C,HUT1
YOL095C,HMI1
YDR271C,
YML090W,
YHR206W,SKN7
YNL221C,POP1
YDR304C,CPR5
YDL015C,TSC13
YKL004W,AUR1
YDR299W,BFR2
YOR215C,AIM41
YKL180W,RPL17A
YLR282C,
YJL020C,BBC1
YLR455W,PDP3
YLR220W,CCC1
YLR167W,RPS31
YOL103W,ITR2
tN(GUU)O2,
YEL059C-A,SOM1
YDR489W,SLD5
YPL250W-A,
YOR258W,HNT3
YDR512C,EMI1
YNL315C,ATP11
YEL009C-A,
YDR197W,CBS2
YNL157W,IGO1
YGR030C,POP6
YGL097W,SRM1
YNL091W,NST1
YOL003C,PFA4
YKL139W,CTK1
YER183C,FAU1
YLR247C,IRC20
